age,annual_income,employment_length_years,credit_score,loan_amount,existing_debt,debt_to_income,home_ownership,purpose,num_delinquencies_2yr,default
44,12000.0,14.5,555.0,18546.43,9581.6,1.03,RENT,small_business,0,1
21,63374.4,11.7,656.0,3088.2,18567.15,0.3,OWN,debt_consolidation,1,0
27,44697.33,4.1,620.0,20989.37,26988.77,0.674,RENT,debt_consolidation,0,1
31,83742.59,14.8,632.0,13017.07,4577.4,0.078,RENT,home_improvement,1,0
23,53900.48,7.7,729.0,9923.2,14445.34,0.296,MORTGAGE,credit_card,0,0
56,86230.74,0.0,701.0,9096.73,11686.86,0.151,RENT,debt_consolidation,0,0
67,67690.32,5.6,722.0,3829.15,9259.33,0.145,RENT,medical,0,0
69,51812.29,14.2,670.0,15089.03,0.0,0.044,MORTGAGE,home_improvement,2,1
34,74691.73,1.9,734.0,13497.24,4558.12,0.088,RENT,medical,0,0
59,74851.46,5.7,677.0,3177.57,0.0,0.006,OWN,credit_card,0,1
45,66797.75,0.0,643.0,19632.85,10655.39,0.204,RENT,home_improvement,0,1
23,12000.0,0.0,723.0,34156.35,7469.59,1.049,RENT,medical,0,0
25,30435.99,1.8,648.0,2183.83,107.79,0.014,MORTGAGE,credit_card,0,0
47,89602.65,0.0,655.0,13980.86,9336.57,0.128,OWN,small_business,2,0
41,23601.35,2.9,760.0,29924.85,30656.44,1.489,RENT,debt_consolidation,0,1
21,77061.53,14.7,753.0,8003.63,5370.63,0.085,MORTGAGE,debt_consolidation,0,0
66,72661.32,5.8,658.0,18957.09,8122.94,0.151,MORTGAGE,home_improvement,0,0
56,36856.19,9.9,745.0,18532.54,9738.7,0.34,OWN,debt_consolidation,0,0
45,12000.0,11.5,584.0,20924.28,4716.37,0.655,RENT,debt_consolidation,1,0
69,40777.19,0.5,658.0,31493.74,0.0,0.116,OWN,other,0,0
68,106950.38,1.8,624.0,1000.0,30092.84,0.283,RENT,debt_consolidation,0,0
68,33418.07,9.8,680.0,16717.91,0.0,0.075,MORTGAGE,other,1,0
33,35143.57,2.8,735.0,10491.12,0.0,0.045,RENT,home_improvement,1,0
64,30060.44,9.5,722.0,14642.05,19488.87,0.721,MORTGAGE,debt_consolidation,0,0
45,85369.61,14.4,711.0,15405.34,0.0,0.027,RENT,medical,0,0
56,48927.11,0.0,690.0,12352.75,19710.13,0.441,RENT,debt_consolidation,0,1
63,39352.34,4.2,668.0,5214.41,20611.8,0.544,RENT,home_improvement,0,0
29,90336.85,5.0,770.0,5827.42,3984.44,0.054,MORTGAGE,credit_card,1,0
42,69487.35,3.4,564.0,34130.51,12415.42,0.252,RENT,debt_consolidation,0,0
27,32017.74,3.0,630.0,2565.85,11495.09,0.371,OWN,credit_card,0,1
34,24410.4,3.5,711.0,26039.79,3948.13,0.322,RENT,debt_consolidation,0,0
41,83954.25,5.9,795.0,5684.68,5847.75,0.08,RENT,other,0,0
62,55419.7,6.8,654.0,15858.45,10430.57,0.231,RENT,home_improvement,0,0
63,16273.4,10.8,660.0,32713.61,7329.96,0.752,OWN,credit_card,0,1
40,12000.0,5.9,583.0,22153.51,17756.63,1.757,MORTGAGE,home_improvement,0,1
37,27099.03,11.6,639.0,2056.97,10496.6,0.399,MORTGAGE,medical,1,1
47,24012.89,3.0,733.0,11966.76,16513.16,0.762,OWN,home_improvement,0,0
65,12000.0,0.0,798.0,14767.19,8122.11,0.861,MORTGAGE,other,1,1
68,27512.33,4.5,658.0,24275.13,18401.26,0.801,RENT,debt_consolidation,0,1
32,32022.99,8.3,620.0,15425.34,20838.83,0.723,RENT,other,0,1
30,43432.97,10.3,685.0,13570.18,0.0,0.047,RENT,home_improvement,0,0
55,97322.75,13.3,559.0,30479.73,15781.43,0.209,MORTGAGE,debt_consolidation,1,1
35,48328.92,7.5,773.0,29223.02,5053.78,0.195,RENT,home_improvement,0,0
30,50810.63,9.8,588.0,21287.98,7612.1,0.213,OWN,home_improvement,0,0
22,67731.38,12.8,704.0,9364.97,15129.98,0.244,MORTGAGE,credit_card,0,0
40,49067.05,2.1,702.0,1000.0,13224.51,0.273,OWN,credit_card,0,0
40,65003.82,4.9,727.0,3488.42,9663.8,0.157,MORTGAGE,debt_consolidation,1,0
48,62015.37,19.9,699.0,1105.75,18612.58,0.303,MORTGAGE,debt_consolidation,0,0
30,58064.71,10.3,680.0,14449.33,13792.63,0.275,MORTGAGE,debt_consolidation,1,0
56,124161.65,8.6,712.0,23441.26,4416.56,0.064,MORTGAGE,debt_consolidation,0,0
54,77778.15,10.5,743.0,32782.38,22986.91,0.359,RENT,other,0,0
43,27956.95,0.0,815.0,26462.49,22645.04,0.952,MORTGAGE,debt_consolidation,0,0
29,64255.55,2.8,597.0,8612.65,12133.09,0.209,OWN,home_improvement,0,0
45,35206.58,0.9,542.0,17285.66,6415.94,0.256,MORTGAGE,home_improvement,0,1
54,66156.27,8.1,564.0,18620.87,4285.97,0.107,MORTGAGE,small_business,0,0
39,20620.31,4.2,544.0,1000.0,28729.0,1.401,MORTGAGE,credit_card,0,1
33,27305.51,6.5,590.0,7137.3,10157.28,0.411,RENT,debt_consolidation,0,0
45,63597.69,4.4,581.0,11123.32,13455.9,0.238,RENT,home_improvement,0,0
38,79941.73,0.0,649.0,34169.49,16222.35,0.267,MORTGAGE,home_improvement,0,0
40,67566.11,10.4,744.0,18478.09,0.0,0.041,RENT,credit_card,0,0
38,76352.93,0.0,727.0,3168.66,2841.08,0.043,MORTGAGE,other,0,0
35,64345.46,2.4,633.0,11176.47,34015.79,0.555,MORTGAGE,credit_card,0,1
56,59312.4,0.0,640.0,19039.21,0.0,0.048,RENT,debt_consolidation,1,0
43,42407.67,1.6,831.0,12739.83,0.0,0.045,MORTGAGE,debt_consolidation,0,0
43,75325.05,7.0,725.0,11794.57,7504.56,0.123,RENT,other,0,0
53,80621.98,12.2,693.0,21587.95,2078.34,0.066,RENT,small_business,0,0
38,53422.11,0.0,689.0,27613.3,4490.97,0.162,RENT,medical,1,0
25,52076.85,3.2,658.0,25945.43,448.75,0.083,RENT,other,1,0
62,94785.15,0.0,830.0,12297.82,10280.68,0.128,OWN,small_business,0,0
23,54489.46,3.0,666.0,13514.43,15571.53,0.323,MORTGAGE,debt_consolidation,0,0
49,56892.15,6.4,691.0,12217.84,16006.06,0.314,RENT,medical,1,0
34,67105.65,9.8,556.0,24503.93,3781.1,0.111,OWN,debt_consolidation,0,0
31,52554.84,0.0,632.0,11499.81,21725.63,0.446,MORTGAGE,home_improvement,0,0
23,34491.49,8.8,639.0,1000.0,13430.08,0.394,MORTGAGE,debt_consolidation,0,0
65,64449.14,1.1,716.0,19342.45,22711.15,0.397,MORTGAGE,debt_consolidation,0,0
42,54031.12,0.0,622.0,19763.79,14882.46,0.33,MORTGAGE,credit_card,1,1
37,101056.24,6.3,684.0,11352.14,9384.31,0.11,MORTGAGE,home_improvement,0,0
57,74711.21,9.1,635.0,31678.53,9631.27,0.193,MORTGAGE,medical,0,0
22,40112.94,5.5,597.0,10119.81,15522.73,0.425,RENT,debt_consolidation,0,1
48,73226.51,0.5,594.0,27759.23,24624.27,0.393,RENT,medical,0,0
45,62696.65,5.5,667.0,2948.81,13251.29,0.218,RENT,small_business,0,0
48,87735.66,2.4,688.0,17487.37,14089.95,0.19,MORTGAGE,medical,0,0
27,41888.64,9.0,665.0,7722.08,17651.23,0.449,OWN,credit_card,1,0
67,59716.9,11.4,618.0,14342.34,0.0,0.036,RENT,home_improvement,1,1
32,52522.66,11.1,670.0,21853.87,0.0,0.062,OWN,debt_consolidation,0,0
54,56461.99,5.9,656.0,9872.51,14178.22,0.277,RENT,medical,0,0
57,32870.03,11.6,602.0,8718.88,2437.75,0.114,MORTGAGE,debt_consolidation,0,0
37,69397.79,0.9,686.0,12996.74,9358.73,0.163,RENT,home_improvement,0,0
27,65449.11,14.9,816.0,48836.53,11866.29,0.293,RENT,debt_consolidation,0,0
35,87130.59,0.9,669.0,16820.38,36126.9,0.444,MORTGAGE,debt_consolidation,0,0
60,54749.35,0.0,570.0,16287.91,10232.75,0.232,OWN,debt_consolidation,0,0
65,44704.01,12.8,790.0,18913.81,0.0,0.063,RENT,debt_consolidation,0,0
66,74732.36,2.4,774.0,1000.0,14039.14,0.19,MORTGAGE,debt_consolidation,0,0
32,35144.89,6.6,787.0,23287.86,22174.93,0.73,OWN,credit_card,0,0
50,82124.61,0.8,677.0,21402.15,17323.81,0.25,RENT,home_improvement,0,0
28,82071.05,17.8,621.0,1000.0,16647.07,0.205,RENT,debt_consolidation,0,0
55,86431.97,15.1,613.0,36639.71,4632.02,0.117,MORTGAGE,debt_consolidation,0,0
41,64415.57,13.7,766.0,15027.34,7795.67,0.156,RENT,home_improvement,0,0
55,42837.59,6.4,800.0,4949.03,3509.16,0.099,RENT,debt_consolidation,0,0
54,57729.69,10.9,611.0,17822.57,4650.09,0.127,MORTGAGE,debt_consolidation,0,0
69,64501.72,5.7,491.0,6820.36,9916.05,0.17,RENT,home_improvement,0,1
44,40996.46,11.6,679.0,1000.0,21200.86,0.521,RENT,credit_card,2,0
37,88327.91,3.9,612.0,12547.05,40808.51,0.483,OWN,credit_card,0,0
46,69502.1,13.9,627.0,12952.07,13465.68,0.222,RENT,home_improvement,0,1
28,32694.43,3.7,662.0,1000.0,17404.87,0.537,RENT,debt_consolidation,0,0
26,102071.84,4.3,711.0,7977.4,0.0,0.012,MORTGAGE,credit_card,0,0
46,57434.73,3.7,621.0,5702.46,7603.17,0.147,MORTGAGE,home_improvement,0,0
61,27647.42,7.0,690.0,11783.84,27317.08,1.052,MORTGAGE,credit_card,0,0
47,34243.65,4.1,671.0,20829.19,12936.03,0.469,MORTGAGE,debt_consolidation,0,0
59,92194.59,8.4,507.0,16272.24,10950.81,0.145,RENT,other,0,0
29,100624.62,3.6,721.0,14705.87,41008.97,0.429,MORTGAGE,debt_consolidation,0,0
43,80237.13,10.0,646.0,1000.0,23897.64,0.3,RENT,debt_consolidation,1,0
51,87982.72,13.6,585.0,14747.24,19716.19,0.249,RENT,debt_consolidation,0,0
38,85415.39,6.4,626.0,5208.83,11363.53,0.142,RENT,other,0,0
21,68922.9,17.1,695.0,1000.0,14719.99,0.216,RENT,medical,1,0
24,63226.04,11.6,683.0,22898.38,33379.15,0.582,RENT,debt_consolidation,1,0
66,68496.58,16.7,728.0,3021.27,34323.43,0.508,OWN,debt_consolidation,1,0
50,73400.39,5.7,713.0,15846.98,6626.04,0.123,RENT,credit_card,1,0
33,36460.05,0.0,592.0,10615.34,0.0,0.044,RENT,credit_card,0,0
33,73298.97,2.5,458.0,6418.21,12494.05,0.184,RENT,credit_card,0,0
22,91465.42,3.0,689.0,25978.85,19636.93,0.257,RENT,credit_card,0,0
67,49840.69,1.2,727.0,9595.88,30062.4,0.632,MORTGAGE,debt_consolidation,2,0
26,47168.81,0.0,665.0,10207.22,10949.95,0.265,OWN,debt_consolidation,0,0
58,66913.66,11.1,730.0,8384.92,8513.21,0.146,RENT,debt_consolidation,0,0
32,38758.56,0.0,605.0,16583.01,23120.16,0.661,MORTGAGE,debt_consolidation,0,1
37,22079.53,10.6,654.0,13564.38,2770.42,0.218,MORTGAGE,credit_card,0,0
34,83692.98,16.9,611.0,8683.79,9625.42,0.131,MORTGAGE,debt_consolidation,0,0
61,43726.22,2.1,732.0,6696.38,12054.94,0.299,MORTGAGE,debt_consolidation,0,0
22,55461.21,7.9,612.0,14627.96,11283.38,0.243,RENT,credit_card,0,0
38,39746.87,4.0,834.0,9146.36,24792.16,0.658,RENT,debt_consolidation,1,0
34,86918.87,10.1,642.0,30520.61,17355.19,0.252,RENT,home_improvement,1,0
34,76329.4,0.0,740.0,10271.56,6596.54,0.107,RENT,medical,0,1
30,48981.51,5.3,643.0,18007.61,9647.16,0.252,RENT,medical,0,0
65,25502.57,11.6,780.0,14181.32,39977.79,1.651,RENT,debt_consolidation,0,0
39,46326.75,5.8,777.0,12398.14,0.0,0.04,RENT,debt_consolidation,0,0
41,69253.82,0.0,656.0,23093.84,0.0,0.05,RENT,small_business,0,0
39,59715.89,12.2,701.0,20221.71,0.0,0.051,RENT,credit_card,1,0
69,57727.45,0.0,776.0,20048.66,15040.83,0.313,RENT,debt_consolidation,0,0
37,60292.47,6.4,703.0,19949.1,23369.38,0.437,MORTGAGE,other,0,0
37,73969.91,8.9,611.0,1000.0,10849.33,0.149,RENT,home_improvement,0,0
37,53953.52,6.6,685.0,18966.12,6360.2,0.171,MORTGAGE,debt_consolidation,0,0
37,66250.34,18.7,624.0,12773.31,4654.64,0.099,RENT,debt_consolidation,1,0
25,30327.02,9.7,691.0,10383.88,0.0,0.051,MORTGAGE,other,0,0
50,118846.27,5.0,621.0,46142.93,27993.83,0.294,RENT,credit_card,0,0
22,47903.52,9.0,708.0,1737.24,9974.88,0.214,OWN,debt_consolidation,0,0
32,60089.83,7.0,546.0,14184.95,14225.43,0.272,MORTGAGE,debt_consolidation,0,1
30,69161.64,6.2,596.0,13458.51,20528.98,0.326,OWN,debt_consolidation,0,0
35,44730.24,7.2,621.0,14263.12,25868.25,0.626,RENT,small_business,0,1
58,55195.62,3.8,668.0,5873.95,9741.33,0.192,MORTGAGE,small_business,0,0
50,54891.88,7.1,567.0,17025.19,2878.48,0.099,RENT,small_business,0,0
69,32149.05,3.5,614.0,4886.26,11783.96,0.389,RENT,other,0,0
38,65964.74,0.0,738.0,17551.76,10683.14,0.202,OWN,medical,2,1
66,13769.45,11.7,747.0,16409.63,6422.05,0.645,RENT,debt_consolidation,0,0
23,98817.71,3.2,490.0,12802.46,0.0,0.019,MORTGAGE,debt_consolidation,1,0
45,74824.27,6.7,636.0,14346.04,15890.85,0.241,MORTGAGE,debt_consolidation,0,0
60,70978.06,2.2,776.0,29257.2,25252.96,0.418,RENT,debt_consolidation,0,0
47,12000.0,2.3,709.0,20203.27,29517.49,2.712,RENT,credit_card,0,1
66,35186.78,0.8,711.0,16557.02,4435.91,0.197,OWN,medical,1,0
36,89733.63,10.7,722.0,18820.97,29586.82,0.361,MORTGAGE,credit_card,0,0
22,158781.03,11.9,608.0,15361.95,993.99,0.021,OWN,small_business,0,0
58,84867.31,6.1,696.0,19969.46,13492.2,0.194,MORTGAGE,debt_consolidation,0,0
24,80923.59,3.3,715.0,9547.01,22455.57,0.295,RENT,debt_consolidation,1,0
58,68124.36,0.0,688.0,34896.18,17525.24,0.334,RENT,debt_consolidation,0,0
56,33812.57,10.0,650.0,16690.92,26119.69,0.847,RENT,debt_consolidation,0,0
62,79879.35,2.6,676.0,40436.98,1752.11,0.098,OWN,debt_consolidation,2,0
44,27469.82,0.4,594.0,34951.0,10174.0,0.561,RENT,home_improvement,0,0
64,24735.37,6.1,726.0,10465.79,9969.18,0.466,RENT,home_improvement,0,0
29,23161.77,4.3,572.0,17155.69,23391.93,1.121,OWN,small_business,1,1
42,79393.07,0.0,619.0,18290.17,9685.67,0.157,RENT,small_business,0,0
26,53564.65,0.0,731.0,23403.81,14337.32,0.333,MORTGAGE,debt_consolidation,0,0
58,57521.45,7.7,702.0,16181.32,9417.01,0.206,MORTGAGE,debt_consolidation,0,0
55,54614.9,2.7,644.0,25862.11,15619.47,0.357,RENT,credit_card,1,1
60,26857.09,8.6,552.0,1000.0,4488.11,0.173,RENT,other,0,0
58,38231.73,6.7,677.0,9510.18,805.01,0.058,MORTGAGE,credit_card,0,0
36,39489.34,11.2,633.0,13281.94,7013.23,0.228,RENT,small_business,1,0
24,19868.21,1.8,716.0,9000.23,2817.94,0.21,MORTGAGE,medical,0,0
66,42394.75,7.2,641.0,1000.0,9971.98,0.239,MORTGAGE,credit_card,0,0
45,27967.34,9.2,549.0,22954.76,19817.43,0.832,RENT,debt_consolidation,0,0
25,69441.89,2.9,576.0,5037.22,0.0,0.011,MORTGAGE,small_business,0,0
66,71524.28,11.6,648.0,8931.16,7861.2,0.129,MORTGAGE,home_improvement,0,0
69,22659.02,0.0,688.0,21793.68,33703.45,1.632,RENT,other,2,1
42,47584.21,1.8,593.0,26019.4,0.0,0.082,MORTGAGE,home_improvement,0,0
58,101401.5,0.0,623.0,9910.24,830.64,0.023,OWN,other,0,0
22,30480.93,2.3,739.0,5669.4,15021.87,0.521,MORTGAGE,credit_card,0,0
25,65665.95,5.2,763.0,7680.52,0.0,0.018,RENT,other,0,0
34,57638.05,10.2,701.0,25032.2,10689.56,0.251,RENT,credit_card,2,0
53,82322.19,5.2,659.0,25541.72,28730.5,0.396,OWN,debt_consolidation,1,0
27,62386.67,3.0,633.0,18028.54,5741.41,0.135,RENT,credit_card,1,0
22,44217.61,0.0,720.0,17223.22,3044.63,0.127,RENT,debt_consolidation,0,1
53,56669.1,0.0,656.0,3131.67,0.0,0.008,RENT,small_business,1,0
58,57034.25,7.6,749.0,19185.76,3190.1,0.106,MORTGAGE,small_business,1,0
57,52707.62,10.4,753.0,22071.48,9596.28,0.245,RENT,medical,1,0
60,22022.21,3.9,711.0,16489.02,33346.85,1.627,MORTGAGE,small_business,0,1
60,86077.22,12.1,643.0,16816.88,10133.78,0.147,MORTGAGE,debt_consolidation,1,1
50,81660.84,1.3,648.0,5714.32,10607.59,0.14,OWN,medical,0,0
46,28895.27,4.0,557.0,25516.04,11513.05,0.531,MORTGAGE,credit_card,1,0
62,47481.86,4.5,676.0,2767.11,3272.47,0.078,OWN,home_improvement,0,0
38,49372.86,13.6,674.0,14850.67,0.0,0.045,RENT,credit_card,0,0
25,26087.03,6.7,577.0,19117.79,26430.48,1.123,OWN,credit_card,0,1
57,12000.0,0.0,850.0,25269.02,18035.66,1.819,RENT,credit_card,1,1
34,38235.18,10.8,722.0,24482.91,23103.97,0.7,RENT,small_business,0,1
68,46089.94,15.2,617.0,25252.76,14347.7,0.393,OWN,debt_consolidation,0,0
41,18969.17,4.8,834.0,12280.88,23587.95,1.341,MORTGAGE,debt_consolidation,0,1
62,59424.44,1.5,643.0,35915.34,0.0,0.091,RENT,small_business,1,0
23,84071.41,10.3,742.0,24790.36,12507.0,0.193,MORTGAGE,credit_card,0,0
53,76052.9,15.8,687.0,11824.52,17160.12,0.249,MORTGAGE,credit_card,0,0
42,51832.86,10.2,645.0,12404.57,25184.94,0.522,MORTGAGE,home_improvement,1,0
43,12000.0,0.0,655.0,21843.79,16161.92,1.62,MORTGAGE,debt_consolidation,0,1
33,72892.56,9.8,788.0,10793.18,16169.83,0.244,MORTGAGE,home_improvement,1,0
68,58659.8,8.0,746.0,3503.06,14260.8,0.252,OWN,small_business,2,0
40,65608.78,1.2,671.0,15743.06,0.0,0.036,OWN,credit_card,1,1
62,103402.57,12.4,526.0,1000.0,6064.08,0.06,MORTGAGE,home_improvement,0,0
41,34379.71,8.2,703.0,18225.1,6953.6,0.282,MORTGAGE,credit_card,0,0
23,12000.0,12.6,587.0,20741.67,20331.45,1.954,RENT,credit_card,0,1
64,28663.64,0.7,720.0,12605.85,17137.9,0.664,MORTGAGE,debt_consolidation,0,0
30,67151.13,8.0,626.0,25349.72,27061.05,0.46,OWN,other,0,1
34,55673.15,1.5,634.0,22668.35,16880.71,0.364,MORTGAGE,credit_card,0,0
63,24609.1,7.2,632.0,5829.66,9867.74,0.437,RENT,medical,1,0
64,19507.07,13.4,757.0,15398.18,24825.29,1.391,MORTGAGE,credit_card,1,1
65,46134.77,0.0,548.0,10325.61,0.0,0.034,RENT,debt_consolidation,1,0
41,23847.63,0.0,735.0,12092.14,9091.2,0.457,RENT,small_business,1,1
58,68015.84,10.8,706.0,25316.71,2529.89,0.093,OWN,small_business,0,0
37,44714.33,5.9,675.0,20628.74,791.83,0.087,RENT,medical,1,0
57,39322.05,11.9,646.0,8542.06,1132.94,0.061,MORTGAGE,small_business,1,0
45,36043.09,2.0,716.0,17017.66,5385.34,0.22,RENT,small_business,0,1
23,61578.07,6.3,647.0,8198.69,13903.55,0.246,RENT,debt_consolidation,0,0
41,56065.23,9.4,646.0,10637.26,8493.63,0.18,RENT,debt_consolidation,0,0
43,60048.93,7.1,685.0,28852.64,14597.28,0.315,MORTGAGE,home_improvement,0,0
33,59503.24,0.0,809.0,37922.11,14211.84,0.334,RENT,home_improvement,0,0
39,53195.11,20.1,567.0,31011.17,0.0,0.087,RENT,home_improvement,0,0
45,29171.74,7.1,718.0,17496.52,13546.55,0.554,MORTGAGE,home_improvement,1,0
23,36740.5,0.0,669.0,16655.63,4499.79,0.19,OWN,debt_consolidation,0,0
28,45133.13,7.6,663.0,24174.53,0.0,0.08,MORTGAGE,other,1,0
58,106629.88,8.1,565.0,15913.65,14264.63,0.156,MORTGAGE,credit_card,1,0
38,21279.09,11.0,548.0,2167.28,12636.73,0.609,RENT,small_business,0,1
50,44525.59,10.6,705.0,31370.52,13471.92,0.408,MORTGAGE,small_business,0,0
48,57456.68,4.9,585.0,4310.21,18934.58,0.341,RENT,debt_consolidation,0,0
48,47416.68,0.0,756.0,25870.51,5185.17,0.191,RENT,credit_card,0,0
41,81849.24,8.3,604.0,21838.23,2075.27,0.065,MORTGAGE,debt_consolidation,0,0
44,47287.55,0.0,721.0,31738.25,11590.77,0.346,OWN,debt_consolidation,0,0
61,49136.47,12.1,637.0,22762.7,7378.06,0.22,OWN,debt_consolidation,0,0
68,75365.71,2.3,633.0,9709.4,38985.01,0.537,RENT,debt_consolidation,0,0
33,100267.79,9.2,611.0,24768.02,10405.4,0.141,OWN,small_business,0,1
53,90187.46,2.7,713.0,11729.83,11683.17,0.149,RENT,credit_card,0,0
68,51583.65,3.5,734.0,6202.7,2847.54,0.073,RENT,credit_card,2,1
21,53762.14,2.0,656.0,1000.0,1166.06,0.024,MORTGAGE,debt_consolidation,0,0
59,56167.98,9.6,724.0,13887.07,0.0,0.037,MORTGAGE,credit_card,1,0
45,58674.99,2.9,681.0,1000.0,8101.58,0.141,RENT,medical,0,0
68,33816.3,9.8,580.0,27929.07,9265.19,0.398,MORTGAGE,other,0,0
49,78414.84,3.0,708.0,1000.0,22266.2,0.286,RENT,credit_card,0,0
62,60165.23,4.8,657.0,11579.4,8753.82,0.174,OWN,small_business,0,0
29,53878.6,6.2,484.0,11964.29,7166.84,0.166,MORTGAGE,medical,1,0
27,23221.37,6.8,651.0,16545.38,13548.77,0.69,OWN,credit_card,0,0
66,56557.16,1.4,553.0,7194.28,10064.21,0.197,MORTGAGE,debt_consolidation,0,0
46,12000.0,9.5,588.0,25212.88,20661.85,2.037,MORTGAGE,credit_card,0,1
48,40458.77,4.6,661.0,16467.83,25420.65,0.689,OWN,credit_card,0,0
29,40922.56,8.7,674.0,14840.87,10655.68,0.315,MORTGAGE,small_business,0,0
32,62174.88,5.9,617.0,9147.48,1293.76,0.043,RENT,debt_consolidation,0,0
61,101996.25,8.9,720.0,19946.98,9544.15,0.123,RENT,debt_consolidation,0,0
35,69297.69,3.9,671.0,27575.6,13107.93,0.249,RENT,home_improvement,0,0
49,91210.05,2.1,648.0,39254.77,0.0,0.065,RENT,debt_consolidation,0,0
36,71130.3,8.1,683.0,6529.92,8070.72,0.127,OWN,credit_card,0,0
33,83126.34,3.5,770.0,13771.56,0.0,0.025,MORTGAGE,small_business,0,0
29,101428.18,13.3,519.0,1000.0,15162.11,0.151,MORTGAGE,debt_consolidation,0,0
66,36704.08,6.3,777.0,21118.52,0.0,0.086,RENT,debt_consolidation,0,0
67,35072.39,0.0,634.0,2712.71,7739.39,0.232,OWN,medical,0,0
26,71720.27,3.1,622.0,17479.01,9448.3,0.168,RENT,credit_card,1,1
38,54908.04,1.0,650.0,26113.93,0.0,0.071,MORTGAGE,debt_consolidation,2,1
48,60508.85,11.4,613.0,11292.33,11440.4,0.217,OWN,small_business,0,0
39,48783.33,9.9,602.0,6610.77,212.27,0.025,RENT,debt_consolidation,1,1
56,40093.53,5.7,744.0,26863.0,25885.7,0.746,MORTGAGE,home_improvement,0,0
33,95519.12,7.5,692.0,21396.23,24373.06,0.289,MORTGAGE,home_improvement,0,0
23,27503.47,5.6,536.0,4831.92,22833.17,0.857,MORTGAGE,debt_consolidation,0,1
37,72159.81,10.3,731.0,16257.57,12558.83,0.208,RENT,credit_card,2,0
50,68105.71,8.6,720.0,7316.61,14483.22,0.229,MORTGAGE,other,0,0
29,15524.67,9.5,569.0,24545.1,9328.4,0.838,OWN,small_business,0,1
60,34230.49,5.0,694.0,16106.57,16464.59,0.552,RENT,medical,2,0
21,38432.74,2.8,727.0,28749.22,27474.62,0.827,RENT,credit_card,1,1
24,69114.6,9.3,560.0,6615.99,1308.99,0.033,RENT,home_improvement,0,0
45,45824.12,13.8,701.0,17043.84,15506.67,0.394,OWN,debt_consolidation,0,0
46,52860.25,11.5,629.0,14889.76,0.0,0.042,MORTGAGE,credit_card,0,0
35,18558.82,13.9,721.0,17292.27,6978.85,0.516,MORTGAGE,other,0,0
33,113147.79,6.8,610.0,9903.06,10478.55,0.106,RENT,home_improvement,0,0
24,56779.89,1.2,758.0,1000.0,14281.9,0.254,RENT,debt_consolidation,0,0
53,67475.02,1.6,662.0,21111.66,17871.2,0.312,MORTGAGE,home_improvement,1,0
39,41484.36,12.9,634.0,15482.57,24202.49,0.639,RENT,other,0,0
26,38684.32,0.0,626.0,7518.45,0.0,0.029,MORTGAGE,home_improvement,0,0
40,102817.12,13.5,746.0,10483.73,19802.8,0.208,RENT,home_improvement,0,0
66,12000.0,2.1,626.0,4476.52,29146.07,2.485,MORTGAGE,home_improvement,0,1
33,61966.18,15.6,760.0,1000.0,7370.21,0.121,RENT,small_business,0,0
64,24712.4,5.6,696.0,24348.48,6120.59,0.395,OWN,other,2,0
33,44874.97,9.6,576.0,20144.22,13197.98,0.361,OWN,debt_consolidation,1,1
30,39047.64,17.9,682.0,2838.19,10489.49,0.28,RENT,debt_consolidation,2,0
33,30350.56,4.3,684.0,37722.55,9819.84,0.51,MORTGAGE,home_improvement,0,0
36,55886.04,4.3,574.0,4858.68,26349.32,0.485,RENT,debt_consolidation,0,1
26,12000.0,2.5,681.0,21431.22,35768.74,3.0,MORTGAGE,small_business,4,1
49,47112.79,1.0,721.0,15033.65,8745.72,0.233,MORTGAGE,debt_consolidation,0,0
37,52742.75,4.4,765.0,3633.38,35122.03,0.676,MORTGAGE,small_business,0,0
56,21018.09,3.2,761.0,18147.1,8444.17,0.531,MORTGAGE,medical,0,0
45,92830.47,0.0,850.0,13340.02,19566.63,0.232,RENT,debt_consolidation,1,0
42,40138.54,4.9,680.0,9267.27,1540.04,0.073,MORTGAGE,other,0,0
44,49062.89,8.2,722.0,26872.36,3165.54,0.147,OWN,debt_consolidation,0,0
28,40194.52,1.5,635.0,20615.02,8745.78,0.295,RENT,debt_consolidation,0,1
55,52960.85,5.2,821.0,21472.82,20313.61,0.444,RENT,debt_consolidation,0,0
26,87703.6,13.0,613.0,13062.57,14077.09,0.183,RENT,credit_card,2,0
56,116825.4,0.0,818.0,18169.36,0.0,0.023,MORTGAGE,small_business,0,0
69,73640.98,15.7,808.0,14758.09,0.0,0.03,OWN,debt_consolidation,0,0
58,82199.84,2.6,621.0,19492.88,0.0,0.036,RENT,credit_card,0,0
43,97910.69,7.0,758.0,6256.22,15171.55,0.165,RENT,medical,0,0
36,61221.78,12.4,714.0,1000.0,13469.99,0.222,OWN,debt_consolidation,0,0
63,94256.27,13.9,649.0,27205.2,13278.18,0.184,MORTGAGE,home_improvement,0,0
33,74810.03,8.3,670.0,14867.25,13172.46,0.206,RENT,home_improvement,1,1
44,58599.68,2.5,700.0,20145.57,4410.3,0.127,MORTGAGE,debt_consolidation,2,0
58,63758.53,2.1,707.0,8839.94,13683.67,0.235,RENT,small_business,0,0
66,12000.0,3.1,792.0,12986.2,26326.9,2.356,MORTGAGE,other,0,1
66,62302.98,15.4,723.0,28682.8,17681.11,0.353,RENT,debt_consolidation,0,0
